,TP Sex ratio (males per 100 females),TP18 Sex ratio (males per 100 females),TP65 Sex ratio (males per 100 females),One Race White,One Race Black or African American,One Race American Indian and Alaska Native,One Race Asian,One Race Asian Indian,One Race Chinese,One Race Filipino,One Race Japanese,One Race Korean,One Race Vietnamese,One Race Other Asian,One Race Native Hawaiian and Other Pacific Islander,One Race Some other race,Two Plus White and Black or African American,Two Plus White and American Indian and Alaska Native,Two Plus White and Asian,Two Plus Black or African American and American Indian and Alaska Native,        Hispanic or Latino (of any race),Latino - Mexican,Latino - Puerto Rican,Latino - Cuban,            Other Hispanic or Latino,"Citizen, 18 and over population",CVAP Male,CVAP Female
"Congressional District 4 (116th Congress), Pennsylvania!!2019 Estimate",95.7,92.8,76.3,565933.7701080000,68964.29108100000,710.972073,47635.128891,17063.329752,9242.636949,3554.860365,710.972073,11375.553168,2843.888292,3554.860365,0.0,8531.664876,197.28927000000000,59.18678100000000,177.56034300000000,19.728927000000000,41649.957,15344.721000000000,13883.319,1461.402,10229.814000000000,552061.0,264989.28000000000,287071.72000000000
"Congressional District 5 (116th Congress), Pennsylvania!!2019 Estimate",91.3,87.0,73.8,445260.82209300000,181480.714218,2110.240863,49238.95347000000,15475.099662000000,11958.031557000000,1406.827242,703.413621,3517.0681050000000,2813.654484,11958.031557000000,703.413621,8440.963452,149.03441100000000,33.118758,99.35627400000000,16.559379,32398.785,8639.676,8639.676,1439.9460000000000,13679.487,525272.0,244251.48,281020.52
"Congressional District 6 (116th Congress), Pennsylvania!!2019 Estimate",97.7,95.5,80.6,555741.5970600000,49874.24589000000,1424.9784540000000,33486.993669,17099.741448,5699.913816000000,1424.9784540000000,0.0,2849.9569080000000,2137.467681,3562.4461350000000,0.0,49874.24589000000,296.31904900000000,45.587546,136.762638,0.0,118380.56300000000,27205.471000000000,53675.659,1470.566,35293.584,533141.0,260172.808,272968.192
"Congressional District 7 (116th Congress), Pennsylvania!!2019 Estimate",96.5,93.5,77.1,581209.04886,53159.364225000000,1417.5830460000000,21263.74569,7087.9152300000000,4961.540661,2126.374569,708.7915230000000,1417.5830460000000,708.7915230000000,3543.9576150000000,0.0,29060.452443,272.105724,45.350954,136.052862,0.0,149950.735,10240.538000000000,84118.705,1462.934,53397.09100000000,550950.0,265557.9,285392.10000000000
"Congressional District 8 (116th Congress), Pennsylvania!!2019 Estimate",97.7,96.5,81.0,576271.085742,54004.05192600000,2050.786782,12988.316286000000,5468.764752,2050.786782,1367.191188,0.0,683.595594,683.595594,2734.382376,0.0,23242.250196000000,138.396654,61.509624,61.509624,0.0,88769.571,14678.433,34948.65,698.9730000000000,37744.542,543310.0,267308.52,276001.48
"Congressional District 9 (116th Congress), Pennsylvania!!2019 Estimate",99.3,98.7,81.8,636211.672544,17940.893152,2070.103056,8280.412224,4140.206112,1380.068704,690.034352,0.0,690.034352,690.034352,1380.068704,0.0,14490.721392,48.98824,9.797648000000000,19.595296000000000,0.0,49688.07200000000,5598.656,29392.944000000000,1399.664,13296.808000000000,556670.0,276664.99000000000,280005.01
"Congressional District 10 (116th Congress), Pennsylvania!!2019 Estimate",96.4,93.1,75.6,560076.8141430000,81752.569542,1434.255606,29402.239923000000,7888.405833000000,5737.022424,717.127803,717.127803,717.127803,2868.511212,10756.917045000000,0.0,16493.939469000000,495.95754600000000,137.76598500000000,110.21278800000000,27.553197000000000,67765.971,7446.81,40212.774000000000,1489.362,18617.025,558693.0,268731.33300000000,289961.667
"Congressional District 11 (116th Congress), Pennsylvania!!2019 Estimate",96.3,94.5,82.2,633098.966544,26290.305008000000,710.548784,12789.878112,2131.646352,2131.646352,710.548784,0.0,1421.097568,3552.74392,2131.646352,0.0,14921.524464,328.849024,70.467648,117.44608000000000,0.0,65329.382000000000,10276.532,35233.824,3670.19,16148.836000000000,555086.0,269771.796,285314.204
"Congressional District 12 (116th Congress), Pennsylvania!!2019 Estimate",100.4,99.3,84.3,646716.6888980000,15168.195262000000,1378.926842,11720.878157000000,1378.926842,5515.707368,689.463421,689.463421,1378.926842,0.0,1378.926842,689.463421,2757.853684,83.465053,35.770737000000000,47.69431600000000,0.0,18236.062,3506.935,7715.2570000000000,701.3870000000000,7013.87,552013.0,274350.461,277662.539
"Congressional District 13 (116th Congress), Pennsylvania!!2019 Estimate",100.1,97.9,81.3,639977.8582220000,21926.436256,2740.804532,3426.005665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5481.609064,118.49867,23.699734,11.849867,0.0,24396.785000000000,11152.816,4879.357000000000,697.051,7667.561000000000,548308.0,270864.152,277443.848
"Congressional District 14 (116th Congress), Pennsylvania!!2019 Estimate",96.9,95.6,81.1,620156.2645800000,19919.3661,0.0,5975.809830000000,1991.93661,1991.93661,663.97887,0.0,663.97887,663.97887,663.97887,0.0,2655.91548,179.23356,44.80839,29.872260000000000,14.936130000000000,10183.725,4073.4900000000000,2036.7450000000000,678.915,3394.5750000000000,545910.0,265312.26,280597.74
"Congressional District 15 (116th Congress), Pennsylvania!!2019 Estimate",103.9,103.0,84.0,632131.1063760000,15936.078312000000,664.0032630000000,4648.022841,1328.0065260000000,1328.0065260000000,664.0032630000000,664.0032630000000,0.0,664.0032630000000,664.0032630000000,0.0,1992.0097890000000,43.728685000000000,17.491474000000000,17.491474000000000,0.0,8745.737000000000,2018.247,2690.996,672.749,3363.745,543052.0,275870.416,267181.58400000000
"Congressional District 16 (116th Congress), Pennsylvania!!2019 Estimate",95.5,94.2,79.2,596132.60706,29609.23545,1315.96602,7237.813110000000,1973.94903,1973.94903,657.98301,0.0,657.98301,0.0,1315.96602,0.0,4605.881070000000,345.94983000000000,81.39996,101.74995,20.34999,18314.991,5426.664,8818.329000000000,678.333,4069.998,537685.0,260777.225,276907.775
"Congressional District 17 (116th Congress), Pennsylvania!!2019 Estimate",95.7,94.7,77.2,606638.992334,41314.80084,688.5800140000000,18591.660378000000,9640.120196,2754.3200560000000,688.5800140000000,0.0,2754.3200560000000,1377.1600280000000,2065.7400420000000,0.0,3442.9000700000000,220.571832,36.761972,128.666902,0.0,12018.337000000000,3534.8050000000000,2827.844,706.961,5655.688,551560.0,268058.16,283501.84
"Congressional District 18 (116th Congress), Pennsylvania!!2019 Estimate",91.7,88.5,70.6,493156.1042100000,121443.88416600000,670.9606860000000,28851.309498000000,8051.5282320000000,6709.606860000000,2012.8820580000000,1341.9213720000000,670.9606860000000,1341.9213720000000,9393.449604000000,0.0,4696.724802000000,412.15165200000000,45.794628,114.48657000000000,45.794628,18734.166,6938.58,2775.4320000000000,693.8580000000000,7632.438000000000,548814.0,255747.32400000000,293066.67600000000
"Congressional District 1 (116th Congress), Rhode Island!!2019 Estimate",98.3,95.2,74.5,383411.049582,43443.149228000000,2020.611592,16164.892736,2525.76449,3030.917388,1010.305796,0.0,1515.458694,505.152898,6566.987674,0.0,36876.161554,398.609632,149.478612,199.304816,24.913102,101242.606,6890.858,36574.554000000000,1590.198,56186.996,391053.0,188878.599,202174.401
"Congressional District 2 (116th Congress), Rhode Island!!2019 Estimate",92.6,91.1,78.4,415414.5342750000,31602.087270000000,1529.133255,19369.02123,4587.399765,3567.9775950000000,1019.4221700000000,1529.133255,1019.4221700000000,509.71108500000000,7135.955190000000,0.0,22427.28774,195.83915000000000,58.751745000000000,137.08740500000000,19.583915000000000,71454.82500000000,4763.655000000000,15349.555000000000,1058.59,50283.025,409745.0,193399.64,216345.36000000000
"Congressional District 1 (116th Congress), South Carolina!!2019 Estimate",93.0,90.4,85.9,573461.1288,151330.0201,3185.8951600000000,16725.94959,2389.42137,4778.84274,3982.3689500000000,0.0,796.4737900000000,2389.42137,2389.42137,3982.3689500000000,23097.739910000000,320.23173,98.53284,147.79926,24.63321,50087.527,24633.21,5747.749,1642.214,18885.461,615755.0,291867.87,323887.13
"Congressional District 2 (116th Congress), South Carolina!!2019 Estimate",92.9,91.3,77.3,489409.48844800000,173479.444032,2820.8039680000000,13398.818848000000,4936.406944000000,2820.8039680000000,1410.4019840000000,0.0,1410.4019840000000,1410.4019840000000,1410.4019840000000,705.2009920000000,8462.411904,173.41008000000000,34.682016000000000,104.04604800000000,17.341008000000000,42629.978,22398.802,8670.504,2167.626,10115.588,541862.0,257384.45000000000,284477.55
"Congressional District 3 (116th Congress), South Carolina!!2019 Estimate",95.9,93.3,80.0,517123.590514,132207.36268800000,1377.1600280000000,6885.800140000000,3442.9000700000000,688.5800140000000,688.5800140000000,0.0,0.0,0.0,688.5800140000000,0.0,12394.440252000000,330.8577480000000,55.142958,36.761972,0.0,33227.167,16967.064000000000,3534.8050000000000,1413.922,11311.376,540303.0,259885.74300000000,280417.257
"Congressional District 4 (116th Congress), South Carolina!!2019 Estimate",94.1,91.3,79.6,540441.3105000000,129411.7968,2941.1772000000000,19117.6518,5882.354400000000,2205.8829,735.2943000000000,735.2943000000000,735.2943000000000,3676.4715000000000,5882.354400000000,1470.5886000000000,23529.417600000000,188.537,37.7074,56.5611,0.0,67873.32000000000,33182.512,7541.4800000000000,1508.296,25641.032000000000,555462.0,262733.526,292728.474
"Congressional District 5 (116th Congress), South Carolina!!2019 Estimate",91.1,89.3,77.5,489646.94727,188381.05754,3595.0583500000000,12223.198390000000,2876.0466800000000,2876.0466800000000,2157.03501,0.0,719.0116700000000,719.0116700000000,2876.0466800000000,0.0,6471.1050300000000,249.51329000000000,38.386660000000000,38.386660000000000,19.193330000000000,32481.020000000000,15502.305,2952.82,2952.82,11073.075000000000,553076.0,261051.872,292024.128
"Congressional District 6 (116th Congress), South Carolina!!2019 Estimate",94.9,93.4,71.9,247871.08287,353265.08661000000,1301.16054,7806.96324,2602.32108,1301.16054,1301.16054,0.0,650.58027,0.0,1301.16054,650.58027,25372.630530000000,117.07784000000000,43.90419000000000,43.90419000000000,43.90419000000000,39912.9,25943.385,2660.86,0.0,11308.655,510628.0,246122.69600000000,264505.304
"Congressional District 7 (116th Congress), South Carolina!!2019 Estimate",91.5,88.3,83.8,491364.14940000000,202369.23486400000,3639.73444,8007.415768000000,1455.8937760000000,1455.8937760000000,1455.8937760000000,0.0,727.9468880000000,1455.8937760000000,727.9468880000000,0.0,10191.256432,100.71289600000000,50.35644800000000,25.178224000000000,0.0,31102.512000000000,17772.864,2962.1440000000000,740.5360000000000,9626.968,575255.0,268068.83,307186.17000000000
"Congressional District (at Large) (116th Congress), South Dakota!!2019 Estimate",103.3,100.7,86.4,723166.2688680000,20637.325152000000,73950.415128,11178.551124,859.888548,1719.777096,1719.777096,859.888548,1719.777096,1719.777096,3439.554192,1719.777096,6019.219836000000,99.081808,421.097684,74.31135600000000,24.770452,32732.383000000000,20347.157,2653.977,0.0,9731.249000000000,653394.0,328003.788,325390.212
"Congressional District 1 (116th Congress), Tennessee!!2019 Estimate",96.2,93.6,82.0,669422.424933,16362.078399,2845.578852,5691.157704,711.394713,1422.789426,711.394713,0.0,711.394713,0.0,1422.789426,711.394713,3556.9735650000000,110.226296,55.113148,41.334861000000000,13.778287,29732.093000000000,17404.152000000000,2900.692,725.173,9427.249000000000,570495.0,274978.59,295516.41000000000
"Congressional District 2 (116th Congress), Tennessee!!2019 Estimate",93.5,92.4,78.3,658204.86225,43633.805475,2218.668075,11832.896400000000,3697.780125,1479.1120500000000,1479.1120500000000,739.5560250000000,1479.1120500000000,739.5560250000000,2218.668075,0.0,5176.892175,227.55570000000000,56.88892500000000,94.81487500000000,37.92595000000000,33374.836,17445.937000000000,1517.038,2275.5570000000000,12894.823,587665.0,281491.535,306173.465
"Congressional District 3 (116th Congress), Tennessee!!2019 Estimate",97.5,94.7,81.6,614108.9801,76399.81387500000,2182.851825,10186.64185,2910.4691000000000,1455.2345500000000,1455.2345500000000,0.0,1455.2345500000000,0.0,2910.4691000000000,727.6172750000000,8731.4073,109.25407500000000,62.4309,46.823175,15.607725,31958.675000000000,14864.5,2972.9,743.225,13378.050000000000,573580.0,278759.88,294820.12
"Congressional District 4 (116th Congress), Tennessee!!2019 Estimate",96.6,92.8,80.8,656667.30297,78043.29291,1576.63218,15766.3218,1576.63218,2364.94827,1576.63218,0.0,788.31609,788.31609,8671.476990000000,0.0,11824.741350000000,365.71365,121.90455,97.52364,0.0,59326.881000000000,32507.88,5688.879000000000,1625.394,19504.728,596604.0,286966.52400000000,309637.476
"Congressional District 5 (116th Congress), Tennessee!!2019 Estimate",93.6,91.0,73.5,506048.99478000000,185678.127408,2282.927796,25873.181688000000,6087.8074560000000,3043.9037280000000,1521.9518640000000,760.9759320000000,2282.927796,2282.927796,9131.711184,760.9759320000000,23590.253892,154.06261200000000,51.35420400000000,85.59034000000000,0.0,75475.11800000000,46685.64,2334.282,2334.282,24899.008,564374.0,266948.902,297425.098
"Congressional District 6 (116th Congress), Tennessee!!2019 Estimate",97.9,94.7,81.5,701054.29611,40777.20738,3136.70826,8625.947715,3920.8853250000000,1568.35413,784.177065,784.177065,784.177065,784.177065,1568.35413,0.0,16467.718365,136.691415,75.939675,30.37587,0.0,36770.79,21582.855000000000,3197.46,1598.73,9592.380000000000,608091.0,295532.22600000000,312558.77400000000
"Congressional District 7 (116th Congress), Tennessee!!2019 Estimate",97.2,95.5,80.6,644279.3781600000,74934.17228000000,2317.55172,16222.86204,6180.13792,3090.06896,2317.55172,772.51724,2317.55172,0.0,1545.03448,772.51724,6952.655160000000,392.26264,112.07504000000000,252.16884000000000,28.018760000000000,43228.944,24816.616000000000,7204.8240000000000,1601.0720000000000,10406.968,590210.0,287432.27,302777.73
"Congressional District 8 (116th Congress), Tennessee!!2019 Estimate",94.3,91.1,76.8,509736.20648000000,153619.13072,2094.806328,11870.569192,3491.34388,4189.612656,698.268776,0.0,698.268776,698.268776,2094.806328,0.0,8379.225312,115.19301600000000,38.39767200000000,38.39767200000000,0.0,22043.108,15643.496000000000,1422.136,711.068,3555.34,536275.0,255266.90000000000,281008.10000000000
"Congressional District 9 (116th Congress), Tennessee!!2019 Estimate",88.9,85.4,68.0,190243.77724800000,448727.170248,689.2890480000000,16542.937152000000,3446.4452400000000,3446.4452400000000,1378.5780960000000,0.0,689.2890480000000,6203.601432000000,2067.8671440000000,0.0,22057.249536000000,67.247712,22.415904,33.623856,22.415904,56740.257000000000,39928.329,1400.9940000000000,2101.491,13309.443,502286.0,229042.416,273243.58400000000
"Congressional District 1 (116th Congress), Texas!!2019 Estimate",95.6,93.0,81.7,548654.77875,121765.9638,2831.7666,7787.358150000000,2123.82495,707.94165,2123.82495,0.0,707.94165,1415.8833,1415.8833,0.0,8495.2998,235.98055000000000,145.21880000000000,18.152350000000000,18.152350000000000,130696.92,118353.322,1452.188,726.094,9439.222000000000,518180.0,248208.22,269971.78
"Congressional District 2 (116th Congress), Texas!!2019 Estimate",101.1,98.9,79.4,506020.009792,90687.321032,3810.39164,63252.501224,11431.17492,8382.861608000000,6096.6266240000000,762.0783280000000,2286.234984,23624.428168,9907.018264,0.0,73921.597816,251.92672000000000,75.578016,176.348704,0.0,248777.636,156666.92900000000,9447.252,3149.0840000000000,79514.371,519981.0,258430.55700000000,261550.443
"Congressional District 3 (116th Congress), Texas!!2019 Estimate",97.0,94.0,78.9,595848.510432,87781.253769,2660.037993,157828.92091800000,77141.101797,34580.493909,7093.434648,2660.037993,6206.755317000000,13300.189965,15960.227958000000,886.679331,15960.227958000000,185.37168300000000,132.408345,264.81669,0.0,136060.989,102274.03200000000,5478.966,1826.3220000000000,27394.830000000000,584690.0,280066.51,304623.49
"Congressional District 4 (116th Congress), Texas!!2019 Estimate",97.7,94.4,79.5,608557.634724,82503.460429,5298.387367000000,12110.599696000000,1513.8249620000000,3027.6499240000000,1513.8249620000000,0.0,756.9124810000000,3784.562405,2270.737443,756.9124810000000,22707.37443,335.79674700000000,206.64415200000000,103.32207600000000,25.830519000000000,118976.936,100191.104,2348.2290000000000,782.743,15654.86,562550.0,272274.2,290275.8
"Congressional District 5 (116th Congress), Texas!!2019 Estimate",101.0,100.9,79.5,559504.995066,112198.212822,3715.17261,20804.966616000000,6687.310698000000,743.034522,2972.138088,743.034522,0.0,1486.069044,8916.414264000000,0.0,29721.38088,133.71582400000000,50.143434000000000,50.143434000000000,33.42895600000000,228684.449,197534.74000000000,3798.745,3038.996,24311.968,495961.0,243516.851,252444.149
"Congressional District 6 (116th Congress), Texas!!2019 Estimate",95.7,92.2,81.5,507833.43969600000,167165.14161600000,2376.755568,38028.089088,4753.511136,3961.25928,3169.0074240000000,0.0,792.2518560000000,22183.051968,3961.25928,2376.755568,49911.866928,419.042304,130.95072,104.760576,0.0,207884.268,171872.82,7365.978000000000,2455.326,27008.586000000000,554164.0,263227.90000000000,290936.10000000000
"Congressional District 7 (116th Congress), Texas!!2019 Estimate",96.5,94.9,79.9,442133.9496,114217.93698,5158.229412,89163.679836,22843.587396,22106.69748,5158.229412,2947.559664,5158.229412,16948.468068,14000.908404,736.889916,61161.863028,233.42475600000000,77.80825200000000,311.23300800000000,25.936084000000000,231136.278,122814.986,3814.13,9916.738000000000,93827.59800000000,466858.0,222691.266,244166.734
"Congressional District 8 (116th Congress), Texas!!2019 Estimate",103.3,104.0,90.4,723488.3849900000,73220.51125200000,2615.018259,26150.18259,8716.72753,4358.363765,4358.363765,0.0,871.6727530000000,2615.018259,5230.036518,0.0,21791.818825000000,217.69422300000000,120.94123500000000,169.317729,0.0,216798.362,162150.84100000000,3583.444,1791.722,49272.355,600690.0,305150.52,295539.48000000000
"Congressional District 9 (116th Congress), Texas!!2019 Estimate",96.8,93.6,81.1,259315.901775,293139.71505,2254.920885,90948.475695,22549.20885,17287.726785,10522.96413,1503.28059,1503.28059,31568.892390000000,6013.12236,0.0,87941.914515,106.16823,17.694705,70.77882,35.38941,292347.3,165407.025,4616.01,8462.685000000000,113861.58000000000,434566.0,209460.812,225105.188
"Congressional District 10 (116th Congress), Texas!!2019 Estimate",96.2,94.2,82.3,627262.872716,113641.06253200000,5368.869096,45635.387316,16106.607288000000,5368.869096,3579.2460640000000,1789.6230320000000,1789.6230320000000,9842.926676000000,7158.492128000000,0.0,74269.35582800000,183.218904,213.75538800000000,213.75538800000000,61.072968,284081.836,211904.69200000000,6477.436,6477.436,59222.272000000000,604700.0,290256.0,314444.0
"Congressional District 11 (116th Congress), Texas!!2019 Estimate",99.5,97.4,82.9,639634.9400160000,33097.836848,4618.302816,8466.888496000000,1539.4342720000000,2309.151408,1539.4342720000000,0.0,1539.4342720000000,769.7171360000000,769.7171360000000,769.7171360000000,63116.80515200000,164.37491200000000,82.18745600000000,82.18745600000000,0.0,315315.33600000000,285285.304,3951.32,6322.112,20546.864,543743.0,265346.584,278396.416
"Congressional District 12 (116th Congress), Texas!!2019 Estimate",93.5,91.8,78.3,646369.40079,79464.93267,6553.80888,31130.59218,9011.487210000000,3276.90444,2457.67833,819.22611,1638.45222,4096.13055,9011.487210000000,819.22611,31130.59218,228.03201,152.02134,177.35823,25.33689,195938.61600000000,156244.155,10979.319000000000,1689.126,27026.016,584149.0,279223.222,304925.778
"Congressional District 13 (116th Congress), Texas!!2019 Estimate",105.6,103.3,84.0,591207.125076,38209.62618,5557.763808000000,16673.291424000000,1389.4409520000000,2084.1614280000000,1389.4409520000000,694.7204760000000,694.7204760000000,1389.4409520000000,9031.366188000000,1389.4409520000000,21536.334756,200.12524,120.075144,40.025048,0.0,202984.172,182971.64800000000,2144.199,1429.4660000000000,16438.859,495640.0,251785.12,243854.88000000000
"Congressional District 14 (116th Congress), Texas!!2019 Estimate",101.9,101.5,81.7,544272.5339700000,143699.86191000000,1489.1177400000000,23825.883840000000,6701.029830000000,2233.6766100000000,3722.7943500000000,0.0,744.5588700000000,8934.706440000000,2233.6766100000000,744.5588700000000,14891.177400000000,127.76904,31.94226,47.91339000000000,0.0,200019.39,171879.78,3802.65,2281.59,22815.900000000000,532061.0,267094.622,264966.378
"Congressional District 15 (116th Congress), Texas!!2019 Estimate",98.0,96.2,81.7,656693.159144,14889.224372,1567.2867760000000,9403.720656000000,2350.9301640000000,0.0,3134.5735520000000,0.0,783.6433880000000,1567.2867760000000,1567.2867760000000,0.0,80715.26896400000,62.755836,83.67444800000000,41.837224000000000,20.918612000000000,659740.84,629972.046,3218.248,804.562,24941.422,450561.0,224829.939,225731.061
"Congressional District 16 (116th Congress), Texas!!2019 Estimate",98.1,96.2,70.1,574694.58816,27643.537152000000,4364.769024,9456.999552000000,2909.846016,727.461504,727.461504,727.461504,1454.923008,1454.923008,1454.923008,0.0,90932.688,141.305472,40.372992,60.55948800000000,0.0,607837.8240000000,575688.96,10467.072000000000,747.648,20186.496000000000,476360.0,239132.72,237227.28
"Congressional District 17 (116th Congress), Texas!!2019 Estimate",99.1,97.5,81.1,577825.9438980000,104023.85586600000,3796.49109,34168.41981,10630.175052000000,5315.087526000000,3037.192872,759.298218,2277.894654,5315.087526000000,6074.385744,759.298218,12908.069706,240.52303800000000,106.89912800000000,213.79825600000000,26.724782000000000,209868.141,179213.244,4716.138,4716.138,21222.621000000000,558009.0,274540.428,283468.572
"Congressional District 18 (116th Congress), Texas!!2019 Estimate",99.3,97.8,77.4,412498.5417,272572.56579,3235.2826800000000,35588.10948000000,8088.206700000000,4852.92402,2426.46201,0.0,1617.6413400000000,13749.951390000000,4852.92402,808.8206700000000,65514.474270000000,109.16598000000000,36.38866,36.38866,36.38866,370502.72,270433.905,9097.165,4962.09,85182.54500000000,489098.0,238679.824,250418.176
"Congressional District 19 (116th Congress), Texas!!2019 Estimate",101.4,102.7,82.3,592919.1290880000,43972.471296000000,2836.9336320000000,11347.734528000000,709.2334080000000,1418.4668160000000,2127.7002240000000,0.0,1418.4668160000000,1418.4668160000000,2836.9336320000000,709.2334080000000,37589.370624000000,204.30592,122.58355200000000,81.72236800000000,20.430592000000000,272894.336,237140.80000000000,5837.312,1459.328,28456.896,516199.0,257067.102,259131.898
"Congressional District 20 (116th Congress), Texas!!2019 Estimate",96.5,95.5,71.0,628692.6180600000,45650.292012000000,8809.705476000000,24026.469480000000,8008.823160000000,3203.5292640000000,7207.940844000000,800.8823160000000,1601.7646320000000,1601.7646320000000,1601.7646320000000,800.8823160000000,61667.938332000000,253.08547200000000,253.08547200000000,316.35684,0.0,569442.312,475367.77800000000,14152.806,1665.036,78256.692,547526.0,266097.636,281428.364
"Congressional District 21 (116th Congress), Texas!!2019 Estimate",97.2,96.2,85.8,678100.59394,33624.82284,6404.728160000000,30422.45876,8806.501220000000,7205.319180000000,3202.3640800000000,0.0,2401.77306,4803.54612,4002.9551,0.0,24818.32162,232.29584000000000,145.18490000000000,290.36980000000000,29.036980000000000,253036.54,206577.372,11614.792,1659.256,32355.492,628280.0,303459.24,324820.76
"Congressional District 22 (116th Congress), Texas!!2019 Estimate",96.2,93.6,85.0,552464.749827,134183.230695,5552.409546,169348.491153,66628.914552,30538.252503000000,16657.228638,925.401591,3701.606364,25911.244548,24985.842957000000,925.401591,29612.850912,319.9986810000000,106.66622700000000,533.3311350000000,0.0,257536.47600000000,187386.61500000000,5765.742,4804.785,59579.334,610720.0,294367.04000000000,316352.96
"Congressional District 23 (116th Congress), Texas!!2019 Estimate",100.2,101.2,88.5,646618.2606000000,26846.547000000000,6136.3536000000000,15340.884,3068.1768000000000,1534.0884000000000,6136.3536000000000,0.0,767.0442000000000,2301.1326,767.0442000000000,1534.0884000000000,51391.9614,118.00680000000000,98.33900000000000,39.33560000000000,0.0,547551.5520000000,488548.152,7080.408000000000,4720.272,46416.008,510863.0,257985.815,252877.185
"Congressional District 24 (116th Congress), Texas!!2019 Estimate",99.0,96.4,74.8,499140.68156000000,105124.48438000000,4012.3849000000000,124383.93190000000,65000.63538000000,9629.72376,3209.9079200000000,1604.9539600000000,9629.72376,8024.769800000000,27284.217320000000,2407.43094,37716.41806,299.68020000000000,149.84010000000000,239.74416000000000,0.0,196457.02000000000,132358.755,9156.895,3329.78,51611.59,529495.0,258923.055,270571.945
"Congressional District 25 (116th Congress), Texas!!2019 Estimate",101.5,100.0,89.3,650407.8771520000,58410.41615200000,3946.6497400000000,29994.538024,9471.959376,7893.2994800000000,1578.6598960000000,789.3299480000000,3946.6497400000000,3157.3197920000000,3157.3197920000000,2367.989844,16575.928908,265.2934680000000,265.2934680000000,235.81641600000000,29.477052000000000,153116.90900000000,124458.66400000000,9825.684000000000,1637.614,17194.947,596070.0,297438.93,298631.07
"Congressional District 26 (116th Congress), Texas!!2019 Estimate",95.5,92.8,75.1,673262.8188000000,80614.36383,5315.232780000000,69098.02614000000,31891.39668000000,6201.10491,3543.4885200000000,885.8721300000000,7972.849170000000,5315.232780000000,13288.081950000000,885.8721300000000,23032.675380000000,454.90731000000000,209.95722,314.93583000000000,34.99287,182331.27000000000,140892.345,7366.92,3683.46,30388.545000000000,625355.0,298294.335,327060.66500000000
"Congressional District 27 (116th Congress), Texas!!2019 Estimate",99.2,96.3,84.7,626137.46636,35800.15852,1461.23096,11689.84768,3653.0774,1461.23096,2191.84644,0.0,0.0,1461.23096,1461.23096,0.0,40183.8514,74.5526,89.46312,44.73156,14.91052,404820.61800000000,374254.052,5218.682,1491.0520000000000,24602.358,523961.0,254121.085,269839.915
"Congressional District 28 (116th Congress), Texas!!2019 Estimate",97.8,95.2,78.8,661145.8843200000,29401.01424,3769.3608000000000,5277.105120000000,753.87216,0.0,1507.74432,753.87216,1507.74432,753.87216,753.87216,2261.61648,34678.119360000000,111.22704,148.30272,37.07568,0.0,609431.49,563859.3000000000,8496.51,0.0,37075.68,441163.0,216611.033,224551.967
"Congressional District 29 (116th Congress), Texas!!2019 Estimate",99.1,98.5,74.8,556930.84392,80994.0978,2314.1170800000000,13884.702480000000,771.3723600000000,1542.7447200000000,771.3723600000000,0.0,0.0,7713.723600000000,2314.1170800000000,0.0,104135.26860000000,75.25584000000000,25.08528,37.627920000000000,12.54264,616941.105,517383.9,3135.66,2351.745,94069.8,394689.0,192213.543,202475.457
"Congressional District 30 (116th Congress), Texas!!2019 Estimate",95.5,89.9,69.9,372369.113055,320284.08054000000,2332.1656350000000,13992.993810000000,2332.1656350000000,1554.77709,1554.77709,0.0,777.388545,4664.331270000000,2332.1656350000000,0.0,54417.19815000000,135.50809500000000,45.169365,30.11291,15.056455,320940.22500000000,281317.975,3962.225,1584.89,34075.135000000000,476002.0,222768.936,253233.064
"Congressional District 31 (116th Congress), Texas!!2019 Estimate",97.8,96.1,80.7,652631.47552,107605.45776,4374.2056,51615.62608,23620.710240000000,5249.04672,3499.36448,0.0,6123.887840000000,5249.04672,7873.570080000000,1749.68224,18371.663520000000,577.1203200000000,247.33728,412.2288,41.222880000000000,231764.192,172220.032,21985.536,3664.256,32978.304000000000,625582.0,307786.34400000000,317795.656
"Congressional District 32 (116th Congress), Texas!!2019 Estimate",95.5,96.4,84.5,505026.704394,111645.369369,3746.4889050000000,61442.41804200000,14985.955620000000,10490.168934000000,8242.275591,749.297781,1498.595562,17233.848963,8991.573372000000,749.297781,38963.484612,345.4706280000000,143.946095,201.52453300000000,28.789219000000000,210083.49000000000,164954.444,3890.435,2334.261,39682.437,497892.0,243967.08,253924.92
"Congressional District 33 (116th Congress), Texas!!2019 Estimate",100.7,99.7,78.3,448497.72019200000,119501.037288,2950.6428960000000,15490.875204000000,2950.6428960000000,737.6607240000000,2950.6428960000000,0.0,737.6607240000000,4425.964344,3688.30362,0.0,137942.555388,40.56382800000000,13.521276000000000,13.521276000000000,13.521276000000000,501789.57600000000,436436.74200000000,5258.274000000000,1502.364,58592.196,354913.0,172842.63100000000,182070.369
"Congressional District 34 (116th Congress), Texas!!2019 Estimate",98.6,96.9,78.7,643648.77402,9826.698840000000,2105.72118,3509.5353000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32287.724760000000,10.68894,53.444700000000000,0.0,10.68894,602143.62,576490.164,2137.788,1425.192,22803.072,429232.0,213757.536,215474.464
